trial,mean_score,std_score,iterations,learning_rate,depth,l2_leaf_reg,bootstrap_type,subsample,verbose,loss_function,eval_metric,task_type
17,0.36170569012015646,0.035797258373812674,300,0.05,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
16,0.3611588665851167,0.03661031772606888,300,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
4,0.3604532118268457,0.03526008008670538,500,0.1,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
1,0.3593218078441923,0.03473641585801085,500,0.05,6,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
20,0.3590736467616713,0.029484041627370297,500,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
8,0.3584840216637133,0.02810313414704079,300,0.03,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
9,0.3583034323602371,0.034165880642565635,300,0.03,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
18,0.35634499683798715,0.037983119192313605,500,0.03,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
3,0.3551939551615747,0.03689637192248022,300,0.03,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
15,0.3551436666820934,0.038134416612390934,300,0.03,4,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
19,0.3543639090999745,0.041572831686432034,500,0.05,4,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
13,0.35323651573128256,0.040998901157339285,500,0.05,4,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
5,0.35287198217694055,0.035580700523702,300,0.05,8,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
14,0.3527035005842816,0.04167168209772648,500,0.03,4,3,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
12,0.3514512482174175,0.04048108207719043,300,0.03,6,20,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
11,0.3512425912965926,0.0255850718814762,500,0.03,8,10,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
7,0.3510694417457927,0.0384522472186527,300,0.05,6,20,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
6,0.3510093607041486,0.0316093767027182,300,0.05,8,3,Bernoulli,0.9,0,MultiClass,Accuracy,CPU
2,0.3493801454727833,0.02457125262263133,300,0.03,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
10,0.34693383552036383,0.030995553168847664,500,0.05,8,10,Bernoulli,0.7,0,MultiClass,Accuracy,CPU
